Mode: 4 #Games: 1000
p_0	p_1	p_2	p_3	pt_0	pt_1	pt_2	pt_3	t_0	t_1	t_2	t_3	A_0	A_1	A_2	A_3	S_0	S_1	S_2	S_3	At_02	suits_0	suits_1	suits_2	suit_3	first_0	first_1	first_2	first_3	fp_02
32	20	33	35	0	7	13	10	3	3	3	1	2	0	1	1	0	1	1	2	1	4	4	4	4	1	0	0	0	59
55	33	17	15	24	6	0	0	3	3	2	2	2	1	1	0	3	1	0	0	1	4	4	4	4	1	0	0	0	78
20	29	22	49	14	10	6	0	3	2	3	2	1	0	1	2	0	2	0	2	1	4	4	4	4	0	0	1	0	52
28	40	25	27	14	11	5	0	2	3	3	2	0	2	1	1	2	1	0	1	0	4	4	4	4	0	1	0	0	39
13	27	35	45	10	6	14	0	3	4	3	0	0	1	2	1	1	1	0	2	1	4	4	4	3	0	1	0	0	61
29	17	21	53	9	0	11	10	4	1	1	4	0	0	1	3	1	1	0	2	1	3	4	4	4	0	1	0	0	58
31	19	39	31	3	4	10	13	3	2	2	3	1	1	1	1	1	0	2	1	0	4	4	4	3	0	0	0	1	60
22	19	41	38	3	4	0	23	2	3	1	4	0	1	2	1	1	0	1	2	0	4	4	3	4	0	1	0	0	60
33	31	24	32	10	4	14	2	2	3	3	2	0	2	1	1	2	0	1	1	1	4	4	3	3	0	0	1	0	67
44	31	34	11	15	0	11	4	3	1	3	3	1	1	2	0	2	1	1	0	1	4	4	4	3	0	0	1	0	105
27	28	40	25	0	6	24	0	2	3	4	1	2	0	1	1	0	1	2	1	1	4	4	4	4	0	0	1	0	101
14	23	54	29	11	6	3	10	3	4	2	1	1	1	1	1	0	0	3	1	1	4	3	4	4	0	0	1	0	43
10	48	41	21	0	14	16	0	1	3	5	1	0	1	2	1	0	3	1	0	1	4	4	4	4	1	0	0	0	52
29	47	17	27	21	6	0	3	3	3	1	3	1	2	1	0	1	1	0	2	1	4	4	4	3	0	0	0	1	32
19	48	9	44	15	15	0	0	3	4	3	0	0	2	0	2	1	2	0	1	0	4	4	4	3	0	0	0	1	23
46	42	20	12	13	14	0	3	3	4	1	2	2	1	1	0	2	2	0	0	1	4	4	4	4	0	0	0	1	61
23	32	49	16	3	6	21	0	2	3	3	2	1	0	2	1	0	2	2	0	1	4	4	4	4	0	0	0	1	96
25	45	31	19	14	2	14	0	4	1	3	2	2	1	1	0	0	2	1	1	1	4	4	4	4	1	0	0	0	71
31	17	42	30	25	0	5	0	6	1	2	1	1	0	3	0	1	1	0	2	1	3	4	4	4	0	1	0	0	108
18	39	43	20	3	21	4	2	1	4	2	3	1	1	2	0	0	2	1	1	0	4	4	4	4	1	0	0	0	83
32	18	34	36	11	0	4	15	2	3	1	4	2	1	0	1	1	0	2	1	1	3	3	4	4	1	0	0	0	42
25	17	42	36	4	2	13	11	3	3	3	1	1	0	2	1	0	1	1	2	0	4	4	3	4	1	0	0	0	78
27	31	30	32	0	15	10	5	3	3	2	2	1	1	1	1	1	1	1	1	0	4	4	4	4	0	1	0	0	84
31	28	25	36	3	0	10	17	4	0	3	3	1	2	0	1	1	0	2	1	0	4	3	4	4	0	1	0	0	71
41	17	32	30	15	5	10	0	4	4	1	1	2	0	1	1	1	1	1	1	1	4	4	4	4	0	0	1	0	88
50	16	42	12	11	5	14	0	2	3	3	2	2	0	2	0	2	0	1	1	1	4	4	4	4	0	0	1	0	103
40	20	33	27	16	14	0	0	4	4	2	0	2	0	1	1	1	1	1	1	1	3	3	4	3	0	1	0	0	78
33	32	14	41	12	4	0	14	4	2	2	2	1	1	0	2	2	0	1	1	0	4	4	4	4	0	1	0	0	59
62	16	6	36	3	14	2	11	1	4	3	2	3	0	0	1	2	1	0	1	0	4	4	4	4	0	0	0	1	50
25	43	25	27	0	4	23	3	2	2	4	2	1	1	1	1	1	2	1	0	1	4	4	4	4	0	0	1	0	54
31	31	28	30	0	5	15	10	2	4	3	1	0	1	2	1	2	1	0	1	1	4	4	4	4	0	0	0	1	72
18	32	24	46	5	15	0	10	3	3	1	3	1	1	1	1	0	1	0	3	0	4	4	4	4	0	0	1	0	36
28	29	22	41	5	4	10	11	3	3	3	1	0	2	0	2	1	0	2	1	0	4	4	4	4	1	0	0	0	55
9	34	30	47	2	0	15	13	4	0	3	3	0	2	1	1	0	1	0	3	1	4	3	4	3	1	0	0	0	38
13	29	50	28	3	0	25	2	3	0	3	4	0	0	2	2	1	2	1	0	1	3	3	4	4	0	0	0	1	81
26	30	23	41	10	11	0	9	2	2	2	4	0	1	1	2	2	1	0	1	0	4	4	4	4	0	0	0	1	24
17	33	32	38	0	0	28	2	1	2	5	2	1	1	1	1	0	1	1	2	1	4	4	4	4	0	0	1	0	62
29	14	45	32	17	0	11	2	3	2	4	1	0	1	3	0	1	0	1	2	1	4	4	4	4	0	1	0	0	93
13	27	49	31	2	0	14	14	2	2	3	3	0	1	2	1	0	1	2	1	0	4	3	4	4	0	1	0	0	54
55	12	20	33	10	7	2	11	2	4	1	3	2	0	1	1	2	0	0	2	0	4	4	4	4	1	0	0	0	63
27	38	26	29	2	3	4	21	2	2	2	4	0	1	2	1	1	2	0	1	0	4	4	4	4	0	0	1	0	45
16	26	44	34	3	0	6	21	2	2	3	3	1	0	2	1	0	2	1	1	0	4	3	3	4	0	0	1	0	91
18	33	27	42	11	10	9	0	3	2	4	1	1	0	1	2	0	3	0	1	1	4	4	4	4	0	0	0	1	50
42	28	22	28	11	9	10	0	1	5	2	2	2	1	0	1	1	0	2	1	1	4	4	4	4	0	0	0	1	35
35	6	32	47	10	4	14	2	2	3	3	2	1	0	2	1	2	0	0	2	1	4	4	4	3	0	1	0	0	74
13	39	30	38	6	14	0	10	3	4	1	2	0	2	2	0	0	1	0	3	0	4	4	4	4	0	0	0	1	46
10	32	40	38	4	11	15	0	2	3	3	2	0	2	0	2	0	0	3	1	0	4	4	3	4	1	0	0	0	50
19	40	28	33	19	11	0	0	6	2	2	0	0	2	1	1	1	0	1	2	0	3	4	4	3	1	0	0	0	98
7	17	47	49	3	0	27	0	4	2	4	0	0	1	1	2	0	0	2	2	1	4	4	4	3	1	0	0	0	48
10	27	44	39	4	0	3	23	2	2	3	3	0	1	2	1	0	1	1	2	0	4	4	3	4	1	0	0	0	52
33	38	28	21	6	11	13	0	4	2	4	0	1	2	1	0	1	1	1	1	0	4	4	4	3	0	0	1	0	30
13	21	22	64	3	0	2	25	3	3	1	3	0	0	1	3	1	1	0	2	0	4	4	4	4	0	1	0	0	17
26	47	9	38	7	10	0	13	2	2	1	5	0	2	0	2	1	2	0	1	0	4	4	4	4	0	1	0	0	11
27	31	29	33	0	5	15	10	2	4	2	2	1	1	1	1	1	1	1	1	1	4	4	4	4	0	1	0	0	17
45	28	32	15	23	3	0	4	4	2	1	3	3	0	1	0	1	2	1	0	1	4	3	4	4	0	1	0	0	106
18	28	34	40	4	13	0	13	1	4	3	2	0	1	2	1	1	1	1	1	0	4	4	4	4	0	0	0	1	57
47	33	13	27	21	6	3	0	2	3	3	2	3	0	0	1	1	2	0	1	1	4	4	4	4	0	0	1	0	54
21	36	32	31	7	2	21	0	4	1	4	1	0	0	2	2	1	2	1	0	1	4	4	4	4	0	0	1	0	50
30	30	32	28	3	11	14	2	2	2	4	2	1	2	1	0	1	0	1	2	0	4	4	4	4	0	0	1	0	90
33	26	27	34	12	0	3	15	3	2	2	3	1	1	1	1	2	1	0	1	0	4	4	4	4	0	0	1	0	40
31	32	33	24	4	12	3	11	2	3	1	4	1	1	1	1	1	1	1	1	0	4	4	4	4	0	0	0	1	59
15	37	48	20	10	7	11	2	5	3	1	1	0	1	2	1	1	1	2	0	1	4	4	4	4	0	0	0	1	81
13	50	16	41	5	0	10	15	3	0	4	3	0	2	0	2	0	2	1	1	0	4	2	4	4	1	0	0	0	25
30	42	33	15	12	15	3	0	3	3	1	3	0	2	1	1	2	1	1	0	0	4	4	4	4	0	0	0	1	53
20	40	28	32	4	16	0	10	1	5	1	3	0	2	0	2	0	1	2	1	0	4	4	4	4	0	0	0	1	19
26	41	11	42	2	14	3	11	3	5	1	1	1	1	0	2	0	2	0	2	0	4	4	4	4	1	0	0	0	29
54	10	35	21	28	0	2	0	4	3	2	1	3	0	0	1	1	0	3	0	1	3	4	4	4	1	0	0	0	106
19	38	22	41	3	11	6	10	2	2	4	2	0	2	1	1	1	1	0	2	0	4	4	4	4	0	1	0	0	55
15	45	20	40	0	17	13	0	3	4	3	0	1	1	1	1	0	2	0	2	1	4	4	4	3	0	1	0	0	39
16	45	18	41	6	11	3	10	4	2	3	1	0	3	1	0	0	1	0	3	0	4	3	4	4	0	0	1	0	31
30	19	34	37	13	3	14	0	5	2	2	1	2	1	0	1	0	0	2	2	1	4	4	4	4	0	1	0	0	69
24	33	22	41	0	21	9	0	1	3	3	3	1	1	1	1	1	1	0	2	0	4	4	4	4	1	0	0	0	44
38	22	13	47	11	3	2	14	2	1	4	3	1	0	0	3	2	1	0	1	1	4	4	4	4	0	0	1	0	57
43	6	47	24	5	0	21	4	3	1	2	4	2	0	1	1	1	0	3	0	1	4	4	4	4	0	0	1	0	86
28	50	25	17	0	15	12	3	0	4	3	3	1	3	0	0	0	1	2	1	0	3	4	4	4	0	0	0	1	24
18	29	33	40	11	2	0	17	4	1	1	4	1	1	1	1	0	1	1	2	1	4	4	4	4	1	0	0	0	31
15	32	42	31	15	10	3	2	5	3	1	1	1	1	2	0	0	1	1	2	1	4	4	4	4	0	1	0	0	62
35	24	38	23	5	10	15	0	3	1	5	1	1	0	2	1	1	1	1	1	1	4	4	4	4	0	0	0	1	106
19	38	28	35	3	6	0	21	3	2	1	4	0	1	1	2	1	1	1	1	0	4	4	4	4	0	1	0	0	6
30	37	40	13	17	10	0	3	3	2	1	4	1	2	1	0	0	1	2	1	1	4	4	4	4	0	0	0	1	44
30	20	23	47	13	3	0	14	4	2	0	4	2	0	1	1	0	1	0	3	1	4	4	3	4	1	0	0	0	67
20	17	36	47	4	10	16	0	2	2	3	3	1	0	2	1	0	1	0	3	1	4	4	4	4	1	0	0	0	96
28	30	20	42	0	13	15	2	1	3	4	2	1	0	1	2	1	2	0	1	1	4	4	4	4	0	0	1	0	68
15	40	35	30	13	11	6	0	5	1	3	1	0	1	2	1	1	2	0	1	0	4	4	3	4	1	0	0	0	89
39	24	30	27	11	0	7	12	2	1	3	4	2	1	0	1	1	0	2	1	1	4	4	4	4	0	0	1	0	55
24	29	36	31	4	13	11	2	1	3	4	2	1	0	2	1	0	2	1	1	1	4	4	4	4	0	1	0	0	70
32	13	36	39	18	0	10	2	4	2	2	2	1	1	1	1	0	0	2	2	1	4	4	4	4	0	1	0	0	79
31	27	44	18	4	2	13	11	3	2	3	2	2	0	1	1	0	1	3	0	0	4	4	4	4	0	1	0	0	81
13	52	16	39	0	18	12	0	2	3	4	1	0	3	0	1	0	1	1	2	0	4	4	4	4	0	0	0	1	13
18	29	41	32	0	3	11	16	2	1	3	4	1	1	2	0	0	1	1	2	1	4	4	3	4	0	0	0	1	80
22	47	30	21	0	13	14	3	2	3	3	2	2	2	0	0	0	1	2	1	0	4	4	4	4	0	0	1	0	66
39	28	32	21	16	0	14	0	4	1	3	2	1	1	1	1	2	0	1	1	1	4	4	4	4	0	0	1	0	70
38	27	28	27	17	0	0	13	4	0	2	4	2	0	2	0	0	2	0	2	1	3	3	4	4	0	0	1	0	69
26	23	37	34	11	13	2	4	3	2	2	3	1	0	2	1	1	1	1	1	1	3	4	4	4	1	0	0	0	106
21	38	34	27	3	11	10	6	3	2	1	4	1	2	0	1	0	1	3	0	0	4	4	4	3	1	0	0	0	45
9	27	29	55	0	0	16	14	2	1	5	2	0	1	1	2	0	1	1	2	0	4	4	4	4	0	0	0	1	46
29	7	43	41	10	2	3	15	3	2	2	3	0	0	1	3	2	0	2	0	0	4	4	4	4	0	0	0	1	61
43	33	34	10	10	9	11	0	1	5	2	2	1	1	2	0	2	1	0	1	1	4	4	4	4	0	0	0	1	66
23	36	25	36	10	7	2	11	4	2	2	2	0	2	1	1	2	0	1	1	0	4	4	4	4	0	1	0	0	62
26	4	56	34	5	0	25	0	3	3	3	1	1	0	2	1	0	0	3	1	1	4	4	4	4	1	0	0	0	97
22	26	58	14	5	0	21	4	4	0	2	4	1	0	3	0	0	2	2	0	1	4	3	4	4	0	0	1	0	68
35	27	18	40	13	0	11	6	3	1	3	3	1	1	1	1	1	1	0	2	1	4	4	4	4	1	0	0	0	54
51	22	32	15	26	0	4	0	4	0	3	3	1	2	1	0	3	0	1	0	1	4	3	3	3	0	1	0	0	92
18	20	39	43	11	6	0	13	4	3	1	2	1	1	1	1	0	0	2	2	1	3	3	4	4	1	0	0	0	64
17	42	32	29	13	6	0	11	3	3	1	3	0	2	0	2	1	1	2	0	0	4	4	4	3	0	1	0	0	41
22	30	42	26	11	0	17	2	4	0	4	2	2	0	1	1	0	2	2	0	1	4	3	4	4	0	0	0	1	66
43	30	15	32	0	5	4	21	2	2	4	2	1	1	1	1	2	1	0	1	0	4	4	4	4	0	1	0	0	64
45	26	37	12	11	0	14	5	1	2	4	3	2	1	1	0	1	1	2	0	1	4	4	4	4	0	0	1	0	70
38	23	20	39	0	7	0	23	2	2	2	4	2	0	0	2	1	1	1	1	0	4	4	3	4	0	1	0	0	24
26	6	53	35	13	6	11	0	2	3	2	3	0	0	3	1	1	0	2	1	1	4	4	4	4	0	0	1	0	86
25	14	30	51	11	14	2	3	1	3	3	3	1	0	1	2	0	1	1	2	1	4	4	4	4	0	0	1	0	54
29	41	15	35	16	0	4	10	3	1	4	2	2	0	0	2	0	3	0	1	1	4	4	4	4	1	0	0	0	38
38	34	38	10	3	11	6	10	1	2	3	4	1	2	1	0	1	1	1	1	0	4	4	4	4	0	0	1	0	50
20	40	32	28	3	25	0	2	2	4	1	3	1	1	2	0	0	2	0	2	0	4	4	4	4	0	0	0	1	26
19	32	44	25	0	13	4	13	2	3	1	4	0	1	2	1	1	1	1	1	0	4	3	4	4	0	0	0	1	27
31	29	44	16	14	0	10	6	3	1	3	3	2	1	1	0	0	1	2	1	1	4	4	3	4	0	0	0	1	93
18	53	18	31	13	11	0	6	4	1	1	4	0	3	0	1	1	1	1	1	0	4	4	4	4	0	0	0	1	27
29	36	15	40	0	16	3	11	1	4	2	3	1	1	0	2	1	1	1	1	0	4	4	4	4	0	1	0	0	39
33	43	14	30	0	14	4	12	3	2	3	2	1	2	0	1	1	1	1	1	0	4	4	4	4	1	0	0	0	45
29	27	32	32	0	10	5	15	2	2	3	3	0	0	2	2	2	2	0	0	0	4	4	4	4	1	0	0	0	69
39	35	27	19	3	0	15	12	3	1	3	3	2	1	1	0	1	2	0	1	1	4	4	4	4	1	0	0	0	91
17	42	13	48	7	10	0	13	4	2	2	2	0	2	0	2	0	2	0	2	0	4	4	4	4	0	0	1	0	20
43	7	37	33	21	4	5	0	3	4	3	0	2	0	2	0	1	0	1	2	1	4	4	4	3	1	0	0	0	95
24	32	30	34	2	0	13	15	2	3	2	3	2	1	0	1	0	1	2	1	0	4	4	4	4	0	1	0	0	73
10	32	39	39	0	5	15	10	4	3	2	1	0	0	2	2	0	2	1	1	1	4	4	4	4	0	1	0	0	79
42	24	25	29	11	0	13	6	3	0	4	3	2	1	0	1	1	1	2	0	1	3	3	3	4	0	1	0	0	105
18	43	26	33	0	0	16	14	0	2	5	3	0	3	0	1	1	0	2	1	0	3	4	4	4	0	1	0	0	55
17	48	21	34	3	10	4	13	4	1	3	2	0	1	1	2	1	3	0	0	0	4	4	4	4	0	0	0	1	45
21	40	44	15	5	11	14	0	4	2	3	1	0	2	1	1	1	1	2	0	0	4	4	4	4	0	0	1	0	47
16	23	27	54	3	0	14	13	2	1	5	2	0	1	1	2	1	0	1	2	0	3	4	4	4	0	0	1	0	91
32	25	15	48	2	10	7	11	2	4	3	1	1	1	0	2	1	1	0	2	0	4	4	4	4	0	0	1	0	51
28	25	14	53	14	2	3	11	4	2	3	1	1	1	0	2	1	1	0	2	0	4	4	4	4	1	0	0	0	47
26	34	32	28	0	4	12	14	2	3	3	2	1	1	1	1	1	1	1	1	0	4	4	4	4	0	0	0	1	80
11	22	56	31	0	2	25	3	1	2	5	2	0	1	2	1	0	0	3	1	1	4	4	4	4	0	0	0	1	75
38	18	37	27	17	0	10	3	5	1	2	2	2	1	0	1	1	0	3	0	1	4	4	4	4	0	0	0	1	106
5	35	24	56	0	14	14	2	1	3	3	3	0	1	1	2	0	1	0	3	1	4	4	4	4	0	1	0	0	26
24	47	21	28	7	2	10	11	2	2	2	4	1	1	0	2	0	3	1	0	0	4	4	4	4	1	0	0	0	40
26	45	32	17	15	12	3	0	2	4	2	2	1	1	1	1	0	3	1	0	1	4	4	4	3	1	0	0	0	56
21	51	18	30	0	4	14	12	0	2	4	4	0	2	1	1	1	2	0	1	1	3	3	4	3	0	0	1	0	28
42	34	25	19	3	2	15	10	3	2	4	1	1	2	1	0	2	0	1	1	1	4	4	4	4	1	0	0	0	107
44	21	31	24	15	2	13	0	3	2	3	2	3	0	1	0	0	1	1	2	1	4	4	4	4	0	0	1	0	114
17	49	32	22	0	10	9	11	3	2	3	2	1	1	1	1	0	3	1	0	0	4	3	4	4	0	1	0	0	70
38	40	22	20	4	11	15	0	3	1	6	0	2	2	0	0	1	1	1	1	0	4	4	4	3	0	1	0	0	95
30	29	22	39	2	11	3	14	3	2	2	3	2	1	0	1	0	1	1	2	0	4	4	4	4	0	0	0	1	36
35	32	37	16	13	7	0	10	2	2	3	3	1	1	2	0	1	1	1	1	1	4	4	4	4	0	1	0	0	78
34	29	13	44	2	14	3	11	4	3	1	2	2	1	0	1	1	1	0	2	0	4	4	4	4	0	0	0	1	33
42	16	34	28	16	14	0	0	4	4	1	1	3	0	1	0	0	1	2	1	1	4	4	4	4	0	0	1	0	98
25	52	18	25	0	24	2	4	1	4	4	1	0	3	0	1	1	1	1	1	0	3	4	4	4	0	0	1	0	20
12	41	23	44	4	11	2	13	2	2	3	3	0	2	1	1	0	1	0	3	0	4	4	4	4	1	0	0	0	29
27	50	17	26	2	15	3	10	2	4	1	3	1	3	0	0	1	1	0	2	0	4	3	4	4	1	0	0	0	15
34	31	21	34	0	19	0	11	1	4	3	2	2	0	0	2	0	2	1	1	0	4	4	4	4	0	0	0	1	47
52	14	21	33	27	0	3	0	5	0	3	2	3	0	0	1	1	0	1	2	1	4	3	4	4	0	0	1	0	105
44	38	21	17	4	24	0	2	1	5	2	2	1	1	1	1	2	2	0	0	0	4	3	3	4	0	0	0	1	34
38	46	21	15	26	4	0	0	5	3	1	1	1	2	1	0	1	2	0	1	1	4	3	4	4	0	1	0	0	80
31	47	20	22	16	11	0	3	3	3	2	2	1	3	0	0	1	1	1	1	0	4	4	4	4	0	1	0	0	63
32	17	31	40	0	11	4	15	2	2	3	3	1	1	1	1	1	0	1	2	0	4	4	4	4	0	0	0	1	84
48	32	31	9	14	5	11	0	3	3	2	2	2	1	1	0	2	1	1	0	1	4	4	3	3	1	0	0	0	73
32	40	15	33	10	15	3	2	3	3	1	3	2	2	0	0	1	1	0	2	0	4	4	4	4	1	0	0	0	64
5	43	37	35	3	15	12	0	4	3	3	0	0	2	0	2	0	1	2	1	0	4	4	4	3	0	0	1	0	38
25	39	31	25	4	21	5	0	2	3	2	3	1	2	1	0	1	1	1	1	0	4	4	4	4	0	1	0	0	66
43	23	16	38	14	13	0	3	3	3	3	1	1	1	1	1	2	0	0	2	0	4	4	4	4	0	1	0	0	75
33	19	49	19	0	15	10	5	1	3	2	4	0	1	2	1	2	0	2	0	0	3	4	4	4	1	0	0	0	87
51	18	30	21	10	6	14	0	2	4	3	1	2	0	2	0	2	1	0	1	1	4	4	4	4	0	0	1	0	109
33	44	26	17	13	17	0	0	3	4	1	2	0	2	2	0	2	1	0	1	0	4	4	4	4	0	0	1	0	37
32	20	49	19	10	0	11	9	2	1	2	5	0	1	3	0	2	0	1	1	1	4	4	4	4	0	0	0	1	85
32	19	30	39	11	7	10	2	1	4	1	4	1	0	1	2	1	1	1	1	1	4	4	4	3	0	0	1	0	21
31	37	27	25	18	12	0	0	5	3	1	1	2	0	1	1	0	3	0	1	1	4	4	4	4	0	0	0	1	75
29	44	21	26	5	4	10	11	4	2	1	3	0	2	0	2	2	1	1	0	0	3	4	4	3	0	0	0	1	70
43	20	49	8	13	3	14	0	4	2	3	1	3	0	1	0	0	1	3	0	1	4	4	4	4	0	1	0	0	109
18	27	21	54	0	5	11	14	2	4	2	2	0	2	1	1	1	0	0	3	1	4	3	4	4	0	0	0	1	33
43	31	22	24	4	11	2	13	3	1	1	5	2	1	0	1	1	1	1	1	0	4	4	4	3	1	0	0	0	43
31	36	24	29	3	17	0	10	3	3	2	2	0	1	2	1	2	1	0	1	0	4	4	4	4	0	0	1	0	64
24	16	54	26	0	13	17	0	1	4	3	2	1	0	2	1	0	1	2	1	1	4	3	4	4	1	0	0	0	48
29	30	41	20	0	7	12	11	1	3	3	3	0	1	2	1	2	1	1	0	0	4	3	4	3	1	0	0	0	44
32	29	27	32	0	10	13	7	4	2	2	2	1	1	1	1	1	1	1	1	1	4	4	4	4	0	1	0	0	66
23	30	41	26	0	10	7	13	3	1	3	3	1	0	1	2	1	1	2	0	0	4	4	3	4	0	0	0	1	49
31	11	31	47	0	0	24	6	1	1	6	2	1	0	1	2	2	0	1	1	1	4	4	4	4	1	0	0	0	85
48	28	17	27	0	13	7	10	2	4	2	2	2	1	0	1	2	1	0	1	0	4	4	4	4	0	1	0	0	50
23	15	45	37	0	0	30	0	1	0	6	3	0	1	2	1	1	0	1	2	1	4	3	4	4	0	1	0	0	61
16	30	24	50	14	2	11	3	4	3	2	1	0	1	1	2	1	1	0	2	1	3	4	4	4	0	0	1	0	46
9	42	40	29	0	3	23	4	4	2	3	1	0	2	2	0	0	1	1	2	1	3	4	4	4	1	0	0	0	77
19	43	31	27	12	11	0	7	4	2	0	4	0	2	2	0	1	1	0	2	0	4	4	3	4	0	1	0	0	60
33	19	45	23	14	14	0	2	2	5	0	3	2	0	1	1	0	1	3	0	1	4	4	3	4	0	0	1	0	45
21	50	8	41	7	21	2	0	4	2	3	1	1	2	0	1	0	2	0	2	0	4	4	4	4	0	0	0	1	65
30	37	19	34	4	0	11	15	3	1	3	3	1	1	1	1	1	2	0	1	1	4	4	4	4	0	0	1	0	27
27	18	49	26	10	0	11	9	3	1	2	4	1	1	2	0	1	0	2	1	1	4	4	4	4	0	0	1	0	90
28	63	9	20	3	21	2	4	3	3	2	2	1	3	0	0	1	3	0	0	0	4	4	4	4	0	0	0	1	47
22	58	24	16	13	10	7	0	3	2	3	2	1	3	0	0	0	2	1	1	1	3	4	4	4	0	1	0	0	66
31	14	39	36	6	0	11	13	2	1	4	3	1	0	3	0	1	1	0	2	1	4	4	3	4	1	0	0	0	110
35	22	36	27	7	12	11	0	3	3	3	1	1	0	2	1	1	1	1	1	1	4	4	4	4	0	0	0	1	54
16	55	14	35	2	24	4	0	3	4	2	1	0	2	0	2	1	3	0	0	0	4	3	4	4	0	0	0	1	10
50	29	28	13	6	14	10	0	3	2	2	3	1	2	1	0	2	0	1	1	0	4	4	4	4	1	0	0	0	66
26	32	30	32	3	0	21	6	3	2	3	2	1	2	1	0	1	1	1	1	1	4	4	3	4	1	0	0	0	72
28	26	38	28	2	11	0	17	3	3	0	4	2	2	0	0	0	0	3	1	0	4	4	3	4	1	0	0	0	46
17	46	20	37	14	0	16	0	3	2	4	1	1	2	0	1	0	1	1	2	1	4	3	3	4	0	1	0	0	39
28	38	37	17	10	13	0	7	2	4	0	4	0	2	2	0	2	1	1	0	0	4	4	2	4	0	0	1	0	83
40	28	21	31	26	0	0	4	4	3	0	3	1	1	1	1	2	1	0	1	1	4	4	3	4	0	1	0	0	54
6	40	47	27	4	0	21	5	3	0	2	5	0	2	1	1	0	1	3	0	1	4	3	4	4	0	1	0	0	44
23	16	39	42	0	4	23	3	1	1	5	3	0	0	2	2	1	1	1	1	1	4	4	4	4	0	1	0	0	68
24	26	50	20	3	11	2	14	2	3	1	4	1	1	2	0	0	1	2	1	0	4	4	4	3	0	0	1	0	74
35	48	20	17	15	10	5	0	3	1	4	2	1	2	0	1	1	2	1	0	1	4	4	4	4	0	0	1	0	29
32	19	55	14	12	3	15	0	3	3	3	1	0	1	2	1	2	0	2	0	1	4	4	4	4	0	0	0	1	86
29	26	27	38	0	10	7	13	0	3	3	4	1	0	0	3	1	2	1	0	0	3	4	4	4	0	0	1	0	38
29	27	37	27	10	14	0	6	4	3	1	2	1	2	1	0	1	0	2	1	0	3	4	4	4	0	0	0	1	49
58	20	23	19	15	2	10	3	2	3	1	4	2	1	0	1	3	0	1	0	1	4	4	4	4	0	0	0	1	61
18	53	27	22	0	13	4	13	1	3	2	4	0	3	1	0	1	1	1	1	0	4	4	4	4	0	0	1	0	46
37	10	35	38	11	0	9	10	2	1	4	3	1	0	2	1	2	0	0	2	1	4	4	4	3	1	0	0	0	74
26	39	23	32	11	0	3	16	5	0	1	4	2	2	0	0	0	1	1	2	1	4	3	4	4	1	0	0	0	58
43	23	38	16	15	0	12	3	2	1	3	4	2	1	1	0	1	0	2	1	1	4	4	3	3	0	0	0	1	81
23	42	38	17	6	13	11	0	3	4	1	2	0	2	2	0	1	1	1	1	1	4	4	4	4	1	0	0	0	55
14	25	59	22	0	25	3	2	1	6	1	2	0	1	2	1	1	1	2	0	0	4	3	4	4	0	0	0	1	13
34	11	43	32	13	4	10	3	2	2	2	4	2	0	1	1	0	0	3	1	1	4	4	4	4	0	1	0	0	63
12	36	30	42	0	23	0	7	2	4	1	3	0	2	1	1	1	1	1	1	0	4	4	4	4	0	1	0	0	33
29	25	22	44	0	0	15	15	1	2	4	3	0	2	0	2	2	0	1	1	0	4	4	4	4	0	1	0	0	44
30	20	30	40	11	3	4	12	2	2	2	4	1	1	2	0	1	0	0	3	1	4	4	4	3	1	0	0	0	51
37	28	25	30	18	0	10	2	3	2	3	2	1	1	1	1	1	1	1	1	1	4	4	4	4	1	0	0	0	68
64	9	21	26	4	0	11	15	1	3	1	5	2	0	1	1	3	0	0	1	1	4	4	4	4	0	0	1	0	55
12	35	43	30	5	21	4	0	3	5	1	1	0	1	3	0	0	2	0	2	0	4	3	4	4	0	0	1	0	41
32	25	34	29	2	7	10	11	2	2	2	4	1	1	0	2	1	0	3	0	0	4	4	4	4	0	1	0	0	19
41	17	18	44	14	0	14	2	4	0	4	2	1	1	1	1	2	0	0	2	1	4	3	4	4	0	0	1	0	72
26	35	34	25	4	23	0	3	1	4	3	2	0	1	2	1	1	2	1	0	0	4	4	4	4	0	0	0	1	44
38	28	14	40	3	6	11	10	2	3	3	2	2	0	1	1	0	2	0	2	1	4	4	4	3	0	1	0	0	53
16	51	27	26	4	14	2	10	2	3	3	2	0	3	0	1	0	1	2	1	0	4	3	3	4	0	0	0	1	52
21	16	42	41	10	0	13	7	5	0	2	3	0	0	2	2	1	1	1	1	1	4	3	4	4	0	0	1	0	58
19	32	19	50	10	4	2	14	4	1	2	3	0	1	0	3	1	1	1	1	0	4	4	4	3	1	0	0	0	14
42	14	20	44	23	0	0	7	4	2	1	3	2	0	0	2	1	0	2	1	1	4	4	3	4	0	0	0	1	75
36	27	23	34	11	14	5	0	2	5	2	1	2	0	1	1	1	2	0	1	1	3	3	4	4	0	0	1	0	47
51	21	20	28	11	4	13	2	3	2	3	2	3	0	0	1	1	1	1	1	1	4	4	4	4	1	0	0	0	97
24	8	43	45	13	4	13	0	2	4	2	2	1	0	1	2	0	0	2	2	1	4	3	4	4	0	1	0	0	61
30	32	42	16	9	21	0	0	4	4	0	2	0	2	2	0	1	1	1	1	0	4	4	3	4	1	0	0	0	59
